time,lon,lat,Temperature_Air_2m_Max_Day_Time
2015-01-01,9.399999999989234,47.40000000000242,-0.09869999999995116
2015-01-02,9.399999999989234,47.40000000000242,4.183680000000038
2015-01-03,9.399999999989234,47.40000000000242,6.962980000000016
2015-01-04,9.399999999989234,47.40000000000242,2.005580000000009
2015-01-05,9.399999999989234,47.40000000000242,3.857020000000034
2015-01-06,9.399999999989234,47.40000000000242,5.648030000000006
2015-01-07,9.399999999989234,47.40000000000242,3.5711600000000203
2015-01-08,9.399999999989234,47.40000000000242,6.844960000000015
2015-01-09,9.399999999989234,47.40000000000242,7.564230000000009
2015-01-10,9.399999999989234,47.40000000000242,12.125120000000038
2015-01-11,9.399999999989234,47.40000000000242,4.953000000000031
2015-01-12,9.399999999989234,47.40000000000242,7.000150000000019
2015-01-13,9.399999999989234,47.40000000000242,6.95428000000004
2015-01-14,9.399999999989234,47.40000000000242,4.278250000000014
2015-01-15,9.399999999989234,47.40000000000242,9.091800000000035
2015-01-16,9.399999999989234,47.40000000000242,7.164760000000001
2015-01-17,9.399999999989234,47.40000000000242,1.0106800000000362
2015-01-18,9.399999999989234,47.40000000000242,2.1820299999999975
2015-01-19,9.399999999989234,47.40000000000242,2.148830000000032
2015-01-20,9.399999999989234,47.40000000000242,2.545600000000036
2015-01-21,9.399999999989234,47.40000000000242,2.3779800000000364
2015-01-22,9.399999999989234,47.40000000000242,1.690300000000036
2015-01-23,9.399999999989234,47.40000000000242,0.16165000000000873
2015-01-24,9.399999999989234,47.40000000000242,0.9014500000000112
2015-01-25,9.399999999989234,47.40000000000242,-0.11820000000000164
2015-01-26,9.399999999989234,47.40000000000242,0.6955800000000067
2015-01-27,9.399999999989234,47.40000000000242,1.291530000000023
2015-01-28,9.399999999989234,47.40000000000242,1.2235000000000014
2015-01-29,9.399999999989234,47.40000000000242,2.837500000000034
2015-01-30,9.399999999989234,47.40000000000242,0.010700000000042564
2015-01-31,9.399999999989234,47.40000000000242,1.5803999999999974
2015-02-01,9.399999999989234,47.40000000000242,0.19558000000000675
2015-02-02,9.399999999989234,47.40000000000242,-1.1926599999999894
2015-02-03,9.399999999989234,47.40000000000242,-2.6565599999999563
2015-02-04,9.399999999989234,47.40000000000242,-1.98312999999996
2015-02-05,9.399999999989234,47.40000000000242,-3.227579999999989
2015-02-06,9.399999999989234,47.40000000000242,-2.1668999999999983
2015-02-07,9.399999999989234,47.40000000000242,-2.3727199999999584
2015-02-08,9.399999999989234,47.40000000000242,-1.2235199999999509
2015-02-09,9.399999999989234,47.40000000000242,-0.6421299999999519
2015-02-10,9.399999999989234,47.40000000000242,2.3073400000000106
2015-02-11,9.399999999989234,47.40000000000242,5.280760000000043
2015-02-12,9.399999999989234,47.40000000000242,6.382260000000031
2015-02-13,9.399999999989234,47.40000000000242,5.811239999999998
2015-02-14,9.399999999989234,47.40000000000242,4.470700000000022
2015-02-15,9.399999999989234,47.40000000000242,2.2303700000000504
2015-02-16,9.399999999989234,47.40000000000242,3.4851600000000076
2015-02-17,9.399999999989234,47.40000000000242,3.17025000000001
2015-02-18,9.399999999989234,47.40000000000242,1.6842599999999948
2015-02-19,9.399999999989234,47.40000000000242,5.220180000000028
2015-02-20,9.399999999989234,47.40000000000242,9.252440000000036
2015-02-21,9.399999999989234,47.40000000000242,3.648200000000031
2015-02-22,9.399999999989234,47.40000000000242,1.7714200000000346
2015-02-23,9.399999999989234,47.40000000000242,2.6516000000000304
2015-02-24,9.399999999989234,47.40000000000242,3.497000000000014
2015-02-25,9.399999999989234,47.40000000000242,4.27758
2015-02-26,9.399999999989234,47.40000000000242,5.034420000000011
2015-02-27,9.399999999989234,47.40000000000242,1.499400000000037
2015-02-28,9.399999999989234,47.40000000000242,3.9603500000000054
2015-03-01,9.399999999989234,47.40000000000242,6.288540000000012
2015-03-02,9.399999999989234,47.40000000000242,7.069119999999998
2015-03-03,9.399999999989234,47.40000000000242,6.830070000000035
2015-03-04,9.399999999989234,47.40000000000242,4.134450000000015
2015-03-05,9.399999999989234,47.40000000000242,2.5325000000000273
2015-03-06,9.399999999989234,47.40000000000242,4.274159999999995
2015-03-07,9.399999999989234,47.40000000000242,7.400660000000016
2015-03-08,9.399999999989234,47.40000000000242,11.067740000000015
2015-03-09,9.399999999989234,47.40000000000242,9.51950000000005
2015-03-10,9.399999999989234,47.40000000000242,12.480000000000018
2015-03-11,9.399999999989234,47.40000000000242,5.5131000000000085
2015-03-12,9.399999999989234,47.40000000000242,6.424830000000043
2015-03-13,9.399999999989234,47.40000000000242,6.049550000000011
2015-03-14,9.399999999989234,47.40000000000242,6.841200000000015
2015-03-15,9.399999999989234,47.40000000000242,9.121640000000014
2015-03-16,9.399999999989234,47.40000000000242,12.246500000000026
2015-03-17,9.399999999989234,47.40000000000242,15.539000000000044
2015-03-18,9.399999999989234,47.40000000000242,15.418200000000013
2015-03-19,9.399999999989234,47.40000000000242,10.963160000000016
2015-03-20,9.399999999989234,47.40000000000242,10.842370000000017
2015-03-21,9.399999999989234,47.40000000000242,8.502470000000017
2015-03-22,9.399999999989234,47.40000000000242,7.120200000000011
2015-03-23,9.399999999989234,47.40000000000242,10.488520000000051
2015-03-24,9.399999999989234,47.40000000000242,13.84393
2015-03-25,9.399999999989234,47.40000000000242,11.148340000000019
2015-03-26,9.399999999989234,47.40000000000242,6.202940000000012
2015-03-27,9.399999999989234,47.40000000000242,8.088459999999998
2015-03-28,9.399999999989234,47.40000000000242,10.326260000000048
2015-03-29,9.399999999989234,47.40000000000242,9.46750000000003
