Unnamed: 0,lat,lon,time,cloud cover mean,cloud-cover_monthly-mean_ipsl-cm5a-mr_rcp85_r1i1p1_1950-2100-mean_v1.0,precipitation mean,temperature max,temperature min,temperature mean,water vapor pressure mean
350106,41.75,-2.75,2065-09-01,0.41741395,0.36014473,1.8808128e-08,29.69980000000004,16.53063000000003,23.086940000000027,1070.8306
350371,41.75,-2.75,2065-10-01,0.5534948,0.5018471,2.2506343e-08,17.729360000000042,9.932980000000043,12.182950000000003,889.4091
350764,41.75,-2.75,2065-11-01,0.6513951,0.60238534,3.4774274e-08,13.131460000000004,4.055000000000007,9.416830000000004,832.67236
351722,41.75,-2.75,2065-12-01,0.6646731,0.611656,1.0391785e-08,11.012140000000043,1.2511200000000144,6.677120000000002,728.92145
352130,41.75,-2.75,2066-01-01,0.5894676,0.63808537,9.0486445e-09,9.831870000000038,1.872250000000008,5.769400000000019,728.44727
352488,41.75,-2.75,2066-02-01,0.6797019,0.57295424,3.2957015e-08,11.532560000000046,3.5354200000000446,7.152370000000019,753.2871
353156,41.75,-2.75,2066-03-01,0.61470175,0.56141275,2.7998054e-08,11.873220000000003,2.771780000000035,6.135680000000036,692.34546
354014,41.75,-2.75,2066-04-01,0.6010166,0.56247747,2.757848e-08,17.179830000000038,1.769740000000013,10.189900000000025,742.1481
354623,41.75,-2.75,2066-05-01,0.4900024,0.48546538,1.3862668e-08,26.35717,8.876059999999995,17.84023000000002,909.6067
354991,41.75,-2.75,2066-06-01,0.37079144,0.35653517,1.9381012e-09,32.02847000000003,17.612570000000005,26.577420000000014,1004.59467
355870,41.75,-2.75,2066-07-01,0.2029661,0.17893293,1.9650601e-08,32.89858000000004,19.29415,25.67718000000002,1189.758
356436,41.75,-2.75,2066-08-01,0.19914871,0.23769651,0.0,31.26113000000004,15.550070000000003,25.258200000000045,1076.304
356759,41.75,-2.75,2066-09-01,0.42925957,0.35168958,2.4756785e-08,33.741240000000005,11.573500000000024,21.79880000000003,1113.0763
357176,41.75,-2.75,2066-10-01,0.4539715,0.5030998,9.281324e-09,19.242940000000036,7.186820000000012,14.566740000000038,930.98206
357691,41.75,-2.75,2066-11-01,0.58377033,0.6083358,1.9922158e-08,12.928670000000013,4.911680000000047,9.448360000000037,770.41205
358274,41.75,-2.75,2066-12-01,0.54881126,0.6130852,8.7928305e-09,10.686820000000012,1.700040000000001,5.2293300000000045,701.39777
358820,41.75,-2.75,2067-01-01,0.6706904,0.6379843,1.6754901e-08,7.90100000000001,1.6548400000000356,4.908299999999997,713.2385
