Unnamed: 0,time,lon,lat,Temperature_Air_2m_Mean_Night_Time
14489,2015-01-01,29.09999999998812,-2.499999999994742,288.98184
29288,2015-01-02,29.09999999998812,-2.499999999994742,289.6811
44087,2015-01-03,29.09999999998812,-2.499999999994742,289.68616
58886,2015-01-04,29.09999999998812,-2.499999999994742,289.6629
73685,2015-01-05,29.09999999998812,-2.499999999994742,289.27414
88484,2015-01-06,29.09999999998812,-2.499999999994742,289.31876
103283,2015-01-07,29.09999999998812,-2.499999999994742,288.86865
118082,2015-01-08,29.09999999998812,-2.499999999994742,288.92862
132881,2015-01-09,29.09999999998812,-2.499999999994742,289.8938
147680,2015-01-10,29.09999999998812,-2.499999999994742,289.81705
162479,2015-01-11,29.09999999998812,-2.499999999994742,289.1136
177278,2015-01-12,29.09999999998812,-2.499999999994742,288.93317
192077,2015-01-13,29.09999999998812,-2.499999999994742,289.71426
206876,2015-01-14,29.09999999998812,-2.499999999994742,289.63235
221675,2015-01-15,29.09999999998812,-2.499999999994742,289.6872
236474,2015-01-16,29.09999999998812,-2.499999999994742,290.0387
251273,2015-01-17,29.09999999998812,-2.499999999994742,289.96057
266072,2015-01-18,29.09999999998812,-2.499999999994742,290.0066
280871,2015-01-19,29.09999999998812,-2.499999999994742,289.56537
295670,2015-01-20,29.09999999998812,-2.499999999994742,289.55884
310469,2015-01-21,29.09999999998812,-2.499999999994742,289.70065
325268,2015-01-22,29.09999999998812,-2.499999999994742,288.92188
340067,2015-01-23,29.09999999998812,-2.499999999994742,288.75168
354866,2015-01-24,29.09999999998812,-2.499999999994742,290.46497
369665,2015-01-25,29.09999999998812,-2.499999999994742,288.80142
384464,2015-01-26,29.09999999998812,-2.499999999994742,288.92142
399263,2015-01-27,29.09999999998812,-2.499999999994742,289.61185
414062,2015-01-28,29.09999999998812,-2.499999999994742,290.4492
428861,2015-01-29,29.09999999998812,-2.499999999994742,289.73688
443660,2015-01-30,29.09999999998812,-2.499999999994742,289.8634
458459,2015-01-31,29.09999999998812,-2.499999999994742,289.91312
473258,2015-02-01,29.09999999998812,-2.499999999994742,289.55515
488057,2015-02-02,29.09999999998812,-2.499999999994742,289.5217
502856,2015-02-03,29.09999999998812,-2.499999999994742,289.76205
517655,2015-02-04,29.09999999998812,-2.499999999994742,289.31058
532454,2015-02-05,29.09999999998812,-2.499999999994742,289.1098
547253,2015-02-06,29.09999999998812,-2.499999999994742,290.28467
562052,2015-02-07,29.09999999998812,-2.499999999994742,289.76166
576851,2015-02-08,29.09999999998812,-2.499999999994742,290.4879
591650,2015-02-09,29.09999999998812,-2.499999999994742,289.2884
606449,2015-02-10,29.09999999998812,-2.499999999994742,289.92123
621248,2015-02-11,29.09999999998812,-2.499999999994742,289.46603
636047,2015-02-12,29.09999999998812,-2.499999999994742,289.80225
650846,2015-02-13,29.09999999998812,-2.499999999994742,290.00406
665645,2015-02-14,29.09999999998812,-2.499999999994742,289.45172
680444,2015-02-15,29.09999999998812,-2.499999999994742,288.86734
695243,2015-02-16,29.09999999998812,-2.499999999994742,288.97852
710042,2015-02-17,29.09999999998812,-2.499999999994742,289.78522
724841,2015-02-18,29.09999999998812,-2.499999999994742,289.3147
739640,2015-02-19,29.09999999998812,-2.499999999994742,289.80945
754439,2015-02-20,29.09999999998812,-2.499999999994742,289.9104
769238,2015-02-21,29.09999999998812,-2.499999999994742,289.22882
784037,2015-02-22,29.09999999998812,-2.499999999994742,289.14053
798836,2015-02-23,29.09999999998812,-2.499999999994742,289.7171
813635,2015-02-24,29.09999999998812,-2.499999999994742,288.50366
828434,2015-02-25,29.09999999998812,-2.499999999994742,288.8873
843233,2015-02-26,29.09999999998812,-2.499999999994742,288.59445
858032,2015-02-27,29.09999999998812,-2.499999999994742,289.69266
872831,2015-02-28,29.09999999998812,-2.499999999994742,289.85498
887630,2015-03-01,29.09999999998812,-2.499999999994742,287.95764
902429,2015-03-02,29.09999999998812,-2.499999999994742,289.22974
917228,2015-03-03,29.09999999998812,-2.499999999994742,290.18478
932027,2015-03-04,29.09999999998812,-2.499999999994742,289.90866
946826,2015-03-05,29.09999999998812,-2.499999999994742,289.02118
961625,2015-03-06,29.09999999998812,-2.499999999994742,289.96597
976424,2015-03-07,29.09999999998812,-2.499999999994742,289.33188
991223,2015-03-08,29.09999999998812,-2.499999999994742,290.1437
1006022,2015-03-09,29.09999999998812,-2.499999999994742,290.4237
1020821,2015-03-10,29.09999999998812,-2.499999999994742,290.69852
1035620,2015-03-11,29.09999999998812,-2.499999999994742,289.97745
1050419,2015-03-12,29.09999999998812,-2.499999999994742,290.02356
1065218,2015-03-13,29.09999999998812,-2.499999999994742,289.77026
1080017,2015-03-14,29.09999999998812,-2.499999999994742,290.04648
1094816,2015-03-15,29.09999999998812,-2.499999999994742,289.56958
1109615,2015-03-16,29.09999999998812,-2.499999999994742,290.3865
1124414,2015-03-17,29.09999999998812,-2.499999999994742,290.3917
1139213,2015-03-18,29.09999999998812,-2.499999999994742,289.971
1154012,2015-03-19,29.09999999998812,-2.499999999994742,290.1245
1168811,2015-03-20,29.09999999998812,-2.499999999994742,290.18317
1183610,2015-03-21,29.09999999998812,-2.499999999994742,290.0963
1198409,2015-03-22,29.09999999998812,-2.499999999994742,289.46594
1213208,2015-03-23,29.09999999998812,-2.499999999994742,289.12335
1228007,2015-03-24,29.09999999998812,-2.499999999994742,289.04022
1242806,2015-03-25,29.09999999998812,-2.499999999994742,288.74365
1257605,2015-03-26,29.09999999998812,-2.499999999994742,288.92136
