Unnamed: 0,time,lon,lat,Temperature_Air_2m_Max_24h
14489,2015-01-01,29.09999999998812,-2.499999999994742,22.71658000000002
29288,2015-01-02,29.09999999998812,-2.499999999994742,22.85793000000001
44087,2015-01-03,29.09999999998812,-2.499999999994742,22.938750000000027
58886,2015-01-04,29.09999999998812,-2.499999999994742,21.64236
73685,2015-01-05,29.09999999998812,-2.499999999994742,21.52624000000003
88484,2015-01-06,29.09999999998812,-2.499999999994742,21.19930000000005
103283,2015-01-07,29.09999999998812,-2.499999999994742,22.544820000000016
118082,2015-01-08,29.09999999998812,-2.499999999994742,22.11062000000004
132881,2015-01-09,29.09999999998812,-2.499999999994742,21.920000000000016
147680,2015-01-10,29.09999999998812,-2.499999999994742,21.591850000000026
162479,2015-01-11,29.09999999998812,-2.499999999994742,20.66534000000001
177278,2015-01-12,29.09999999998812,-2.499999999994742,21.13235000000003
192077,2015-01-13,29.09999999998812,-2.499999999994742,22.153400000000037
206876,2015-01-14,29.09999999998812,-2.499999999994742,21.98430000000002
221675,2015-01-15,29.09999999998812,-2.499999999994742,22.37557000000004
236474,2015-01-16,29.09999999998812,-2.499999999994742,22.11680000000001
251273,2015-01-17,29.09999999998812,-2.499999999994742,23.01550000000003
266072,2015-01-18,29.09999999998812,-2.499999999994742,22.57382000000001
280871,2015-01-19,29.09999999998812,-2.499999999994742,22.510700000000043
295670,2015-01-20,29.09999999998812,-2.499999999994742,22.312520000000006
310469,2015-01-21,29.09999999998812,-2.499999999994742,21.90106000000003
325268,2015-01-22,29.09999999998812,-2.499999999994742,22.13330000000002
340067,2015-01-23,29.09999999998812,-2.499999999994742,22.912040000000047
354866,2015-01-24,29.09999999998812,-2.499999999994742,22.106840000000037
369665,2015-01-25,29.09999999998812,-2.499999999994742,22.00585000000001
384464,2015-01-26,29.09999999998812,-2.499999999994742,22.101800000000026
399263,2015-01-27,29.09999999998812,-2.499999999994742,23.827260000000024
414062,2015-01-28,29.09999999998812,-2.499999999994742,23.05227000000002
428861,2015-01-29,29.09999999998812,-2.499999999994742,22.96646000000004
443660,2015-01-30,29.09999999998812,-2.499999999994742,22.881950000000018
458459,2015-01-31,29.09999999998812,-2.499999999994742,22.78854000000001
473258,2015-02-01,29.09999999998812,-2.499999999994742,23.58883000000003
488057,2015-02-02,29.09999999998812,-2.499999999994742,23.45004
502856,2015-02-03,29.09999999998812,-2.499999999994742,23.774440000000027
517655,2015-02-04,29.09999999998812,-2.499999999994742,23.43115
532454,2015-02-05,29.09999999998812,-2.499999999994742,23.52715000000001
547253,2015-02-06,29.09999999998812,-2.499999999994742,23.116900000000044
562052,2015-02-07,29.09999999998812,-2.499999999994742,23.871759999999995
576851,2015-02-08,29.09999999998812,-2.499999999994742,23.681200000000047
591650,2015-02-09,29.09999999998812,-2.499999999994742,22.4973
606449,2015-02-10,29.09999999998812,-2.499999999994742,23.070400000000006
621248,2015-02-11,29.09999999998812,-2.499999999994742,23.35696000000001
636047,2015-02-12,29.09999999998812,-2.499999999994742,22.65780000000001
650846,2015-02-13,29.09999999998812,-2.499999999994742,23.185400000000016
665645,2015-02-14,29.09999999998812,-2.499999999994742,21.260580000000004
680444,2015-02-15,29.09999999998812,-2.499999999994742,22.553160000000048
695243,2015-02-16,29.09999999998812,-2.499999999994742,22.42320000000001
710042,2015-02-17,29.09999999998812,-2.499999999994742,23.170500000000004
724841,2015-02-18,29.09999999998812,-2.499999999994742,23.66910000000001
739640,2015-02-19,29.09999999998812,-2.499999999994742,22.94720000000001
754439,2015-02-20,29.09999999998812,-2.499999999994742,22.61280000000005
769238,2015-02-21,29.09999999998812,-2.499999999994742,22.9511
784037,2015-02-22,29.09999999998812,-2.499999999994742,22.72270000000003
798836,2015-02-23,29.09999999998812,-2.499999999994742,22.62182000000001
813635,2015-02-24,29.09999999998812,-2.499999999994742,22.40096
828434,2015-02-25,29.09999999998812,-2.499999999994742,22.322870000000023
843233,2015-02-26,29.09999999998812,-2.499999999994742,22.22320000000002
858032,2015-02-27,29.09999999998812,-2.499999999994742,22.91113000000001
872831,2015-02-28,29.09999999998812,-2.499999999994742,20.485250000000008
887630,2015-03-01,29.09999999998812,-2.499999999994742,21.10510000000005
902429,2015-03-02,29.09999999998812,-2.499999999994742,23.17773
917228,2015-03-03,29.09999999998812,-2.499999999994742,21.63915000000003
932027,2015-03-04,29.09999999998812,-2.499999999994742,21.834900000000005
946826,2015-03-05,29.09999999998812,-2.499999999994742,21.91700000000003
961625,2015-03-06,29.09999999998812,-2.499999999994742,22.69457
976424,2015-03-07,29.09999999998812,-2.499999999994742,22.541960000000017
991223,2015-03-08,29.09999999998812,-2.499999999994742,22.699760000000023
1006022,2015-03-09,29.09999999998812,-2.499999999994742,24.334400000000016
1020821,2015-03-10,29.09999999998812,-2.499999999994742,23.400480000000016
1035620,2015-03-11,29.09999999998812,-2.499999999994742,23.13427000000001
1050419,2015-03-12,29.09999999998812,-2.499999999994742,22.716600000000028
1065218,2015-03-13,29.09999999998812,-2.499999999994742,22.298850000000016
1080017,2015-03-14,29.09999999998812,-2.499999999994742,22.676350000000014
1094816,2015-03-15,29.09999999998812,-2.499999999994742,24.114100000000008
1109615,2015-03-16,29.09999999998812,-2.499999999994742,24.347650000000044
1124414,2015-03-17,29.09999999998812,-2.499999999994742,22.468350000000044
1139213,2015-03-18,29.09999999998812,-2.499999999994742,21.26310000000001
1154012,2015-03-19,29.09999999998812,-2.499999999994742,22.254020000000025
1168811,2015-03-20,29.09999999998812,-2.499999999994742,22.44213000000002
1183610,2015-03-21,29.09999999998812,-2.499999999994742,22.289500000000032
1198409,2015-03-22,29.09999999998812,-2.499999999994742,21.909700000000043
1213208,2015-03-23,29.09999999998812,-2.499999999994742,21.726800000000026
1228007,2015-03-24,29.09999999998812,-2.499999999994742,20.46850000000001
1242806,2015-03-25,29.09999999998812,-2.499999999994742,21.998350000000016
1257605,2015-03-26,29.09999999998812,-2.499999999994742,21.929040000000043
1272404,2015-03-27,29.09999999998812,-2.499999999994742,22.59432000000004
1287203,2015-03-28,29.09999999998812,-2.499999999994742,21.904020000000003
1302002,2015-03-29,29.09999999998812,-2.499999999994742,20.14712000000003
1316801,2015-03-30,29.09999999998812,-2.499999999994742,20.09295000000003
1331600,2015-03-31,29.09999999998812,-2.499999999994742,20.36447000000004
1346399,2015-04-01,29.09999999998812,-2.499999999994742,21.09155000000004
1361198,2015-04-02,29.09999999998812,-2.499999999994742,22.067319999999995
1375997,2015-04-03,29.09999999998812,-2.499999999994742,20.309200000000036
1390796,2015-04-04,29.09999999998812,-2.499999999994742,20.77890000000002
1405595,2015-04-05,29.09999999998812,-2.499999999994742,20.92920000000004
1420394,2015-04-06,29.09999999998812,-2.499999999994742,21.747160000000008
1435193,2015-04-07,29.09999999998812,-2.499999999994742,21.496100000000013
1449992,2015-04-08,29.09999999998812,-2.499999999994742,22.76095000000004
1464791,2015-04-09,29.09999999998812,-2.499999999994742,21.541740000000004
1479590,2015-04-10,29.09999999998812,-2.499999999994742,20.753000000000043
1494389,2015-04-11,29.09999999998812,-2.499999999994742,21.24532000000005
1509188,2015-04-12,29.09999999998812,-2.499999999994742,21.88162
1523987,2015-04-13,29.09999999998812,-2.499999999994742,21.69870000000003
1538786,2015-04-14,29.09999999998812,-2.499999999994742,21.638270000000038
1553585,2015-04-15,29.09999999998812,-2.499999999994742,20.812900000000013
1568384,2015-04-16,29.09999999998812,-2.499999999994742,21.017420000000016
1583183,2015-04-17,29.09999999998812,-2.499999999994742,21.644900000000007
1597982,2015-04-18,29.09999999998812,-2.499999999994742,20.17580000000004
1612781,2015-04-19,29.09999999998812,-2.499999999994742,21.978330000000028
1627580,2015-04-20,29.09999999998812,-2.499999999994742,21.7285
1642379,2015-04-21,29.09999999998812,-2.499999999994742,21.168240000000026
1657178,2015-04-22,29.09999999998812,-2.499999999994742,21.448500000000024
1671977,2015-04-23,29.09999999998812,-2.499999999994742,21.956050000000005
1686776,2015-04-24,29.09999999998812,-2.499999999994742,21.191250000000025
1701575,2015-04-25,29.09999999998812,-2.499999999994742,21.53220000000005
1716374,2015-04-26,29.09999999998812,-2.499999999994742,20.5856
1731173,2015-04-27,29.09999999998812,-2.499999999994742,21.184050000000013
1745972,2015-04-28,29.09999999998812,-2.499999999994742,22.38824
1760771,2015-04-29,29.09999999998812,-2.499999999994742,22.15484000000004
1775570,2015-04-30,29.09999999998812,-2.499999999994742,19.633100000000013
1790369,2015-05-01,29.09999999998812,-2.499999999994742,21.76122000000004
1805168,2015-05-02,29.09999999998812,-2.499999999994742,21.15554000000003
1819967,2015-05-03,29.09999999998812,-2.499999999994742,21.0206
1834766,2015-05-04,29.09999999998812,-2.499999999994742,21.74770000000001
1849565,2015-05-05,29.09999999998812,-2.499999999994742,20.80877000000004
1864364,2015-05-06,29.09999999998812,-2.499999999994742,21.347740000000044
1879163,2015-05-07,29.09999999998812,-2.499999999994742,20.88592
1893962,2015-05-08,29.09999999998812,-2.499999999994742,21.09933000000001
1908761,2015-05-09,29.09999999998812,-2.499999999994742,21.22057000000001
1923560,2015-05-10,29.09999999998812,-2.499999999994742,22.03985
1938359,2015-05-11,29.09999999998812,-2.499999999994742,22.252040000000022
1953158,2015-05-12,29.09999999998812,-2.499999999994742,22.27612000000005
1967957,2015-05-13,29.09999999998812,-2.499999999994742,21.67034000000001
1982756,2015-05-14,29.09999999998812,-2.499999999994742,22.16396000000003
1997555,2015-05-15,29.09999999998812,-2.499999999994742,22.86205000000001
2012354,2015-05-16,29.09999999998812,-2.499999999994742,22.46832000000001
2027153,2015-05-17,29.09999999998812,-2.499999999994742,22.98467000000005
2041952,2015-05-18,29.09999999998812,-2.499999999994742,22.84213
2056751,2015-05-19,29.09999999998812,-2.499999999994742,22.251580000000047
2071550,2015-05-20,29.09999999998812,-2.499999999994742,22.926870000000008
2086349,2015-05-21,29.09999999998812,-2.499999999994742,22.42843000000005
2101148,2015-05-22,29.09999999998812,-2.499999999994742,21.95266000000004
2115947,2015-05-23,29.09999999998812,-2.499999999994742,22.62798000000004
2130746,2015-05-24,29.09999999998812,-2.499999999994742,22.417320000000014
2145545,2015-05-25,29.09999999998812,-2.499999999994742,22.11453
2160344,2015-05-26,29.09999999998812,-2.499999999994742,22.16134
2175143,2015-05-27,29.09999999998812,-2.499999999994742,23.26074
2189942,2015-05-28,29.09999999998812,-2.499999999994742,22.785000000000025
2204741,2015-05-29,29.09999999998812,-2.499999999994742,23.08930000000004
2219540,2015-05-30,29.09999999998812,-2.499999999994742,23.42380000000003
2234339,2015-05-31,29.09999999998812,-2.499999999994742,22.145320000000027
2249138,2015-06-01,29.09999999998812,-2.499999999994742,22.26147000000003
2263937,2015-06-02,29.09999999998812,-2.499999999994742,21.96750000000003
2278736,2015-06-03,29.09999999998812,-2.499999999994742,22.61250000000001
2293535,2015-06-04,29.09999999998812,-2.499999999994742,23.01525000000004
2308334,2015-06-05,29.09999999998812,-2.499999999994742,23.577020000000005
2323133,2015-06-06,29.09999999998812,-2.499999999994742,23.31326000000001
2337932,2015-06-07,29.09999999998812,-2.499999999994742,23.488800000000023
2352731,2015-06-08,29.09999999998812,-2.499999999994742,23.036950000000047
2367530,2015-06-09,29.09999999998812,-2.499999999994742,22.788400000000024
2382329,2015-06-10,29.09999999998812,-2.499999999994742,22.77460000000002
2397128,2015-06-11,29.09999999998812,-2.499999999994742,23.18484000000001
2411927,2015-06-12,29.09999999998812,-2.499999999994742,22.18777
2426726,2015-06-13,29.09999999998812,-2.499999999994742,22.227000000000032
2441525,2015-06-14,29.09999999998812,-2.499999999994742,22.47823
2456324,2015-06-15,29.09999999998812,-2.499999999994742,23.59405000000004
2471123,2015-06-16,29.09999999998812,-2.499999999994742,22.830470000000048
2485922,2015-06-17,29.09999999998812,-2.499999999994742,23.295000000000016
2500721,2015-06-18,29.09999999998812,-2.499999999994742,22.40267
2515520,2015-06-19,29.09999999998812,-2.499999999994742,22.54037
2530319,2015-06-20,29.09999999998812,-2.499999999994742,21.52807000000001
2545118,2015-06-21,29.09999999998812,-2.499999999994742,22.21860000000004
2559917,2015-06-22,29.09999999998812,-2.499999999994742,21.342600000000004
2574716,2015-06-23,29.09999999998812,-2.499999999994742,21.85137000000003
2589515,2015-06-24,29.09999999998812,-2.499999999994742,22.611230000000035
2604314,2015-06-25,29.09999999998812,-2.499999999994742,22.074880000000007
2619113,2015-06-26,29.09999999998812,-2.499999999994742,21.71392000000003
2633912,2015-06-27,29.09999999998812,-2.499999999994742,22.60125000000005
2648711,2015-06-28,29.09999999998812,-2.499999999994742,22.732600000000048
2663510,2015-06-29,29.09999999998812,-2.499999999994742,22.7654
2678309,2015-06-30,29.09999999998812,-2.499999999994742,23.327170000000024
2693108,2015-07-01,29.09999999998812,-2.499999999994742,22.57238000000001
2707907,2015-07-02,29.09999999998812,-2.499999999994742,22.4298
