Unnamed: 0,lat,lon,time,cloud cover mean,precipitation mean,temperature max,temperature min,temperature mean,water vapor pressure mean
384,-2.25,30.75,2015-01-01,0.7331463,4.8085855e-08,26.537620000000004,17.194000000000017,21.434960000000046,1074.2089
1007,-2.25,30.75,2015-02-01,0.7688597,6.698812e-08,27.13525000000004,17.644980000000032,21.795000000000016,1063.7446
1457,-2.25,30.75,2015-03-01,0.71166456,5.4454468e-08,27.365620000000035,17.107000000000028,21.76373000000001,1063.7972
1739,-2.25,30.75,2015-04-01,0.8561056,7.290982e-08,26.05350000000004,17.545000000000016,21.227599999999995,1083.2203
2431,-2.25,30.75,2015-05-01,0.7010411,3.2298242e-08,26.132750000000044,17.18383,21.577170000000024,1052.4941
3039,-2.25,30.75,2015-06-01,0.7042837,1.4320721e-08,27.203700000000023,17.358120000000042,21.926750000000027,981.65045
3694,-2.25,30.75,2015-07-01,0.50873405,3.1289538e-10,27.51910000000004,17.265160000000037,22.021330000000034,914.9611
4051,-2.25,30.75,2015-08-01,0.53764284,1.36029445e-08,28.02465000000001,17.690150000000017,22.20590000000004,942.0627
4964,-2.25,30.75,2015-09-01,0.55045944,1.2247925e-08,27.57510000000002,18.210080000000005,22.500969999999995,999.1988
5353,-2.25,30.75,2015-10-01,0.8020454,7.126742e-08,26.32562000000001,17.87710000000004,21.36984000000001,1053.4644
5912,-2.25,30.75,2015-11-01,0.8486084,9.123146e-08,25.34387000000004,17.303200000000004,20.718470000000025,1078.4116
6620,-2.25,30.75,2015-12-01,0.8284307,6.485391e-08,26.26946000000004,17.153740000000028,20.98177000000004,1069.0612
6919,-2.25,30.75,2016-01-01,0.69040245,5.033846e-08,26.17962,17.28973000000002,21.48168000000004,1071.3856
7814,-2.25,30.75,2016-02-01,0.75846344,4.2526572e-08,27.25378000000001,17.706320000000005,21.94890000000004,1065.9901
8435,-2.25,30.75,2016-03-01,0.8291762,5.6688698e-08,26.297420000000045,17.61220000000003,21.59770000000003,1074.7181
8794,-2.25,30.75,2016-04-01,0.84529483,5.566661e-08,25.93798000000004,17.555540000000008,21.39987000000002,1079.1688
9309,-2.25,30.75,2016-05-01,0.6810249,3.410664e-08,26.061300000000017,17.655700000000024,21.592070000000035,1053.5659
9930,-2.25,30.75,2016-06-01,0.70178205,1.0583726e-08,27.281600000000022,17.580129999999997,22.24170000000004,989.6416
10583,-2.25,30.75,2016-07-01,0.5340809,2.5212934e-09,28.36130000000003,17.16763000000003,22.30886000000004,932.71094
11443,-2.25,30.75,2016-08-01,0.6081738,1.11573435e-08,28.076440000000048,18.33346,22.785330000000044,975.3722
11605,-2.25,30.75,2016-09-01,0.6444002,2.125986e-08,27.85470000000004,17.915220000000033,22.343620000000044,1021.67773
12549,-2.25,30.75,2016-10-01,0.84462583,7.8507284e-08,26.818300000000026,17.75576000000001,21.34612000000004,1062.7686
13217,-2.25,30.75,2016-11-01,0.8408628,4.9181786e-08,25.824730000000045,17.497950000000003,21.27206000000001,1062.2256
13503,-2.25,30.75,2016-12-01,0.82307273,1.4023816e-07,24.741660000000024,16.743550000000027,20.36990000000003,1068.4441
14196,-2.25,30.75,2017-01-01,0.8247961,8.407682e-08,26.37515000000002,17.387350000000026,21.40746000000001,1076.584
14737,-2.25,30.75,2017-02-01,0.7371628,7.321575e-08,26.657500000000027,17.742670000000032,21.70504,1066.6049
15168,-2.25,30.75,2017-03-01,0.78985703,5.968085e-08,26.90527000000003,17.844420000000014,21.868130000000008,1092.7272
15818,-2.25,30.75,2017-04-01,0.84382045,8.5308976e-08,25.995540000000005,17.616300000000024,21.208030000000008,1082.5891
16471,-2.25,30.75,2017-05-01,0.71333104,4.6492865e-08,26.369000000000028,17.575649999999996,21.367999999999995,1059.1357
16793,-2.25,30.75,2017-06-01,0.6601911,1.4492119e-09,26.60064,17.4289,21.80453,982.6439
17544,-2.25,30.75,2017-07-01,0.6496487,3.592728e-09,27.749540000000025,17.41410000000002,22.131770000000017,941.4269
17988,-2.25,30.75,2017-08-01,0.6385682,2.659719e-08,28.03048000000001,18.060600000000026,22.366450000000043,988.324
18452,-2.25,30.75,2017-09-01,0.6341996,3.064296e-08,27.39422000000002,17.88820000000004,22.013500000000025,1025.3564
19394,-2.25,30.75,2017-10-01,0.75169873,5.9119042e-08,27.05060000000003,17.703580000000045,21.95574000000005,1044.8071
19869,-2.25,30.75,2017-11-01,0.8596206,9.434609e-08,25.743370000000027,17.340880000000027,20.854640000000018,1072.0536
20132,-2.25,30.75,2017-12-01,0.7843749,9.536292e-08,26.17144000000002,17.080070000000035,20.75268,1064.1268
20785,-2.25,30.75,2018-01-01,0.72386104,3.356593e-08,26.34957000000003,16.987120000000004,21.494100000000003,1061.11
21491,-2.25,30.75,2018-02-01,0.71191514,3.8610956e-08,27.27140000000003,17.35522000000003,21.5949,1062.5111
22404,-2.25,30.75,2018-03-01,0.86902755,1.22698e-07,26.79937000000001,17.13802000000004,21.358480000000043,1083.5536
22770,-2.25,30.75,2018-04-01,0.82217467,9.9024234e-08,25.545770000000005,16.96932000000004,20.692960000000028,1058.3032
23246,-2.25,30.75,2018-05-01,0.6424117,2.1945304e-08,26.19842,17.446560000000034,21.40353000000005,1042.032
24132,-2.25,30.75,2018-06-01,0.56597376,0.0,26.950980000000012,17.27108000000004,21.70350000000002,945.49396
24293,-2.25,30.75,2018-07-01,0.6149902,1.12686e-08,27.90554000000003,16.864280000000008,21.979300000000023,918.004
25229,-2.25,30.75,2018-08-01,0.58612466,1.4727721e-09,27.966940000000022,18.091760000000026,22.507870000000025,913.8056
25844,-2.25,30.75,2018-09-01,0.67897063,3.8957076e-08,27.443230000000028,16.375200000000007,21.47970000000004,1023.9028
26013,-2.25,30.75,2018-10-01,0.8173754,5.781087e-08,25.897730000000024,17.71664000000004,21.07310000000001,1066.2263
27015,-2.25,30.75,2018-11-01,0.806036,5.9424984e-08,25.39730000000003,17.28335000000004,20.693100000000012,1066.6647
27137,-2.25,30.75,2018-12-01,0.7902149,5.5705637e-08,25.89584000000002,17.062220000000025,20.947600000000023,1068.3175
28147,-2.25,30.75,2019-01-01,0.8269611,6.0099495e-08,26.528920000000028,17.202300000000037,21.29806000000002,1071.0021
28311,-2.25,30.75,2019-02-01,0.8237182,4.7764082e-08,26.868460000000027,17.520100000000014,21.782129999999995,1063.3438
29120,-2.25,30.75,2019-03-01,0.7804647,6.7346164e-08,26.24980000000005,17.87972000000002,21.53478000000001,1074.2374
29860,-2.25,30.75,2019-04-01,0.85052174,8.231116e-08,25.72827000000001,17.46792000000005,21.0403,1082.3282
30296,-2.25,30.75,2019-05-01,0.7570735,4.4853056e-08,26.47660000000002,17.648920000000032,21.54244,1063.0044
30874,-2.25,30.75,2019-06-01,0.59373766,8.88326e-09,26.923640000000034,17.19070000000005,21.839260000000024,980.6279
31402,-2.25,30.75,2019-07-01,0.6397314,1.4222213e-09,27.61913000000004,17.16708,21.97555,932.7615
31913,-2.25,30.75,2019-08-01,0.6127171,5.602784e-09,28.180229999999995,18.14272,22.62786,965.32025
32216,-2.25,30.75,2019-09-01,0.62011033,1.1079916e-08,27.626100000000008,18.278130000000036,22.560360000000003,996.8565
33066,-2.25,30.75,2019-10-01,0.75987154,5.1692805e-08,26.48995000000002,17.477400000000046,21.587760000000003,1052.2749
33521,-2.25,30.75,2019-11-01,0.8875933,1.07588356e-07,25.849760000000003,17.32030000000003,20.773680000000013,1078.8843
33999,-2.25,30.75,2019-12-01,0.7391424,9.522488e-08,25.962120000000027,17.23660000000001,20.98303000000004,1070.5557
34732,-2.25,30.75,2020-01-01,0.67505443,3.5573642e-08,26.61935,17.26520000000005,21.821560000000037,1080.4957
