Unnamed: 0,time,lon,lat,Cloud_Cover_Mean
14489,2017-01-01,29.09999999998812,-2.499999999994742,0.8750661
29288,2017-01-02,29.09999999998812,-2.499999999994742,0.8227355
44087,2017-01-03,29.09999999998812,-2.499999999994742,0.6407726
58886,2017-01-04,29.09999999998812,-2.499999999994742,0.73539376
73685,2017-01-05,29.09999999998812,-2.499999999994742,0.66248703
88484,2017-01-06,29.09999999998812,-2.499999999994742,0.5018848
103283,2017-01-07,29.09999999998812,-2.499999999994742,0.41564026
118082,2017-01-08,29.09999999998812,-2.499999999994742,0.4488285
132881,2017-01-09,29.09999999998812,-2.499999999994742,0.6365783
147680,2017-01-10,29.09999999998812,-2.499999999994742,0.664882
162479,2017-01-11,29.09999999998812,-2.499999999994742,0.8332534
177278,2017-01-12,29.09999999998812,-2.499999999994742,0.66088253
192077,2017-01-13,29.09999999998812,-2.499999999994742,0.52224845
206876,2017-01-14,29.09999999998812,-2.499999999994742,0.5944884
221675,2017-01-15,29.09999999998812,-2.499999999994742,0.74144024
236474,2017-01-16,29.09999999998812,-2.499999999994742,0.71970814
251273,2017-01-17,29.09999999998812,-2.499999999994742,0.80232465
266072,2017-01-18,29.09999999998812,-2.499999999994742,0.8415535
280871,2017-01-19,29.09999999998812,-2.499999999994742,0.8433587
295670,2017-01-20,29.09999999998812,-2.499999999994742,0.70864743
310469,2017-01-21,29.09999999998812,-2.499999999994742,0.65160936
325268,2017-01-22,29.09999999998812,-2.499999999994742,0.78443885
340067,2017-01-23,29.09999999998812,-2.499999999994742,0.4802591
354866,2017-01-24,29.09999999998812,-2.499999999994742,0.50850385
369665,2017-01-25,29.09999999998812,-2.499999999994742,0.725283
384464,2017-01-26,29.09999999998812,-2.499999999994742,0.7107892
399263,2017-01-27,29.09999999998812,-2.499999999994742,0.6393927
414062,2017-01-28,29.09999999998812,-2.499999999994742,0.52978796
428861,2017-01-29,29.09999999998812,-2.499999999994742,0.77716565
443660,2017-01-30,29.09999999998812,-2.499999999994742,0.5811986
458459,2017-01-31,29.09999999998812,-2.499999999994742,0.65518475
473258,2017-02-01,29.09999999998812,-2.499999999994742,0.69598275
488057,2017-02-02,29.09999999998812,-2.499999999994742,0.89175546
502856,2017-02-03,29.09999999998812,-2.499999999994742,0.89567834
517655,2017-02-04,29.09999999998812,-2.499999999994742,0.75625974
532454,2017-02-05,29.09999999998812,-2.499999999994742,0.4512365
547253,2017-02-06,29.09999999998812,-2.499999999994742,0.78021014
562052,2017-02-07,29.09999999998812,-2.499999999994742,0.6117033
576851,2017-02-08,29.09999999998812,-2.499999999994742,0.68623805
