Unnamed: 0,lat,lon,time,cloud cover mean,precipitation mean,temperature max,temperature min,temperature mean,water vapor pressure mean
220051,-2.75,29.25,2046-11-01,0.85149217,8.444245e-08,24.462980000000016,15.940400000000013,20.243520000000046,1107.412
220489,-2.75,29.25,2046-12-01,0.8089888,1.2189906e-07,25.003000000000043,15.947050000000049,20.139640000000043,1092.0774
220879,-2.75,29.25,2047-01-01,0.85947555,9.763392e-08,25.230700000000013,16.25585000000001,20.564720000000023,1100.3097
221643,-2.75,29.25,2047-02-01,0.75760525,7.181701e-08,26.09140000000002,16.362900000000025,20.81548000000004,1088.5515
222478,-2.75,29.25,2047-03-01,0.8444388,1.154508e-07,25.617430000000013,16.53823,20.64600000000001,1120.9292
222866,-2.75,29.25,2047-04-01,0.849254,1.1312243e-07,25.00985000000003,15.964400000000012,19.88354000000004,1121.2407
223505,-2.75,29.25,2047-05-01,0.75074834,3.4712386e-08,25.40817000000004,15.93273000000005,20.55358000000001,1104.5605
223766,-2.75,29.25,2047-06-01,0.71392906,1.6915171e-09,25.47234000000003,15.431820000000016,20.21215000000001,1044.3798
224561,-2.75,29.25,2047-07-01,0.5236924,2.0334223e-08,25.478700000000003,15.256070000000022,20.10085000000004,1050.1573
225350,-2.75,29.25,2047-08-01,0.61047316,6.0409455e-09,26.14330000000001,15.645650000000046,20.555960000000027,972.33466
225436,-2.75,29.25,2047-09-01,0.71113837,9.615009e-09,26.970360000000028,16.643950000000018,21.747130000000027,991.66
226546,-2.75,29.25,2047-10-01,0.80592287,5.504697e-08,25.91702000000004,16.381920000000036,21.19128000000001,1036.0378
226556,-2.75,29.25,2047-11-01,0.8789427,9.113867e-08,25.151400000000024,15.841670000000022,20.14303000000001,1100.2034
227451,-2.75,29.25,2047-12-01,0.81047255,1.09607846e-07,24.964440000000025,15.973749999999995,20.435540000000003,1106.883
228148,-2.75,29.25,2048-01-01,0.8739003,1.1892796e-07,25.13210000000004,16.114220000000046,20.274620000000027,1102.8348
