Unnamed: 0,time,lon,lat,Temperature_Air_2m_Mean_Day_Time
14489,2015-01-01,29.09999999998812,-2.499999999994742,18.47918000000004
29288,2015-01-02,29.09999999998812,-2.499999999994742,19.06277
44087,2015-01-03,29.09999999998812,-2.499999999994742,19.08877000000001
58886,2015-01-04,29.09999999998812,-2.499999999994742,18.31588000000005
73685,2015-01-05,29.09999999998812,-2.499999999994742,18.09286000000003
88484,2015-01-06,29.09999999998812,-2.499999999994742,18.260700000000043
103283,2015-01-07,29.09999999998812,-2.499999999994742,18.49783000000002
118082,2015-01-08,29.09999999998812,-2.499999999994742,18.58880000000005
132881,2015-01-09,29.09999999998812,-2.499999999994742,18.54012
147680,2015-01-10,29.09999999998812,-2.499999999994742,18.604030000000023
162479,2015-01-11,29.09999999998812,-2.499999999994742,17.429400000000044
177278,2015-01-12,29.09999999998812,-2.499999999994742,18.234920000000045
192077,2015-01-13,29.09999999998812,-2.499999999994742,18.41363000000001
206876,2015-01-14,29.09999999998812,-2.499999999994742,18.59120000000001
221675,2015-01-15,29.09999999998812,-2.499999999994742,19.02320000000003
236474,2015-01-16,29.09999999998812,-2.499999999994742,18.61184000000003
251273,2015-01-17,29.09999999998812,-2.499999999994742,19.06545
266072,2015-01-18,29.09999999998812,-2.499999999994742,19.009100000000046
280871,2015-01-19,29.09999999998812,-2.499999999994742,18.715700000000027
295670,2015-01-20,29.09999999998812,-2.499999999994742,18.044500000000028
310469,2015-01-21,29.09999999998812,-2.499999999994742,18.19500000000005
325268,2015-01-22,29.09999999998812,-2.499999999994742,17.63635000000005
340067,2015-01-23,29.09999999998812,-2.499999999994742,18.48090000000002
354866,2015-01-24,29.09999999998812,-2.499999999994742,18.126760000000047
369665,2015-01-25,29.09999999998812,-2.499999999994742,17.887500000000045
384464,2015-01-26,29.09999999998812,-2.499999999994742,18.59557000000001
399263,2015-01-27,29.09999999998812,-2.499999999994742,19.31985000000003
414062,2015-01-28,29.09999999998812,-2.499999999994742,19.03185000000002
428861,2015-01-29,29.09999999998812,-2.499999999994742,18.44613000000004
443660,2015-01-30,29.09999999998812,-2.499999999994742,18.54788000000002
458459,2015-01-31,29.09999999998812,-2.499999999994742,18.87700000000001
473258,2015-02-01,29.09999999998812,-2.499999999994742,18.620360000000005
488057,2015-02-02,29.09999999998812,-2.499999999994742,18.45687000000004
502856,2015-02-03,29.09999999998812,-2.499999999994742,18.94836000000004
517655,2015-02-04,29.09999999998812,-2.499999999994742,18.37347
532454,2015-02-05,29.09999999998812,-2.499999999994742,18.842160000000035
547253,2015-02-06,29.09999999998812,-2.499999999994742,19.259060000000037
562052,2015-02-07,29.09999999998812,-2.499999999994742,19.16480000000001
576851,2015-02-08,29.09999999998812,-2.499999999994742,18.90923000000004
591650,2015-02-09,29.09999999998812,-2.499999999994742,18.72410000000002
606449,2015-02-10,29.09999999998812,-2.499999999994742,18.28335000000004
621248,2015-02-11,29.09999999998812,-2.499999999994742,19.08343000000002
636047,2015-02-12,29.09999999998812,-2.499999999994742,19.119070000000026
650846,2015-02-13,29.09999999998812,-2.499999999994742,18.890620000000013
665645,2015-02-14,29.09999999998812,-2.499999999994742,18.093740000000025
680444,2015-02-15,29.09999999998812,-2.499999999994742,17.950739999999996
695243,2015-02-16,29.09999999998812,-2.499999999994742,18.2636
710042,2015-02-17,29.09999999998812,-2.499999999994742,18.14224000000001
724841,2015-02-18,29.09999999998812,-2.499999999994742,18.40637000000004
739640,2015-02-19,29.09999999998812,-2.499999999994742,18.636900000000026
754439,2015-02-20,29.09999999998812,-2.499999999994742,18.35427000000004
769238,2015-02-21,29.09999999998812,-2.499999999994742,18.27627000000001
784037,2015-02-22,29.09999999998812,-2.499999999994742,18.32385000000005
798836,2015-02-23,29.09999999998812,-2.499999999994742,17.569150000000036
813635,2015-02-24,29.09999999998812,-2.499999999994742,17.57342
828434,2015-02-25,29.09999999998812,-2.499999999994742,18.127560000000017
843233,2015-02-26,29.09999999998812,-2.499999999994742,17.70962000000003
858032,2015-02-27,29.09999999998812,-2.499999999994742,18.623350000000016
872831,2015-02-28,29.09999999998812,-2.499999999994742,17.045800000000042
887630,2015-03-01,29.09999999998812,-2.499999999994742,17.389980000000037
902429,2015-03-02,29.09999999998812,-2.499999999994742,18.25927000000001
917228,2015-03-03,29.09999999998812,-2.499999999994742,18.252700000000004
932027,2015-03-04,29.09999999998812,-2.499999999994742,18.47778
946826,2015-03-05,29.09999999998812,-2.499999999994742,18.427940000000035
961625,2015-03-06,29.09999999998812,-2.499999999994742,18.77215000000001
976424,2015-03-07,29.09999999998812,-2.499999999994742,18.12023000000005
991223,2015-03-08,29.09999999998812,-2.499999999994742,19.028560000000027
