Unnamed: 0,time,lon,lat,Temperature_Air_2m_Mean_Day_Time
14773,2015-01-01,30.699999999988023,-2.0999999999947647,21.35020000000003
29572,2015-01-02,30.699999999988023,-2.0999999999947647,22.40188000000001
44371,2015-01-03,30.699999999988023,-2.0999999999947647,22.15720000000005
59170,2015-01-04,30.699999999988023,-2.0999999999947647,21.90414000000004
73969,2015-01-05,30.699999999988023,-2.0999999999947647,22.02075000000002
88768,2015-01-06,30.699999999988023,-2.0999999999947647,21.80053000000004
103567,2015-01-07,30.699999999988023,-2.0999999999947647,21.95254
118366,2015-01-08,30.699999999988023,-2.0999999999947647,22.21080000000001
133165,2015-01-09,30.699999999988023,-2.0999999999947647,21.820580000000007
147964,2015-01-10,30.699999999988023,-2.0999999999947647,21.80970000000002
162763,2015-01-11,30.699999999988023,-2.0999999999947647,20.68212
177562,2015-01-12,30.699999999988023,-2.0999999999947647,21.967550000000017
192361,2015-01-13,30.699999999988023,-2.0999999999947647,22.4486
207160,2015-01-14,30.699999999988023,-2.0999999999947647,23.15316000000001
221959,2015-01-15,30.699999999988023,-2.0999999999947647,23.099760000000003
236758,2015-01-16,30.699999999988023,-2.0999999999947647,22.532430000000037
251557,2015-01-17,30.699999999988023,-2.0999999999947647,23.272400000000005
266356,2015-01-18,30.699999999988023,-2.0999999999947647,22.996800000000007
281155,2015-01-19,30.699999999988023,-2.0999999999947647,22.518370000000004
295954,2015-01-20,30.699999999988023,-2.0999999999947647,21.426840000000027
310753,2015-01-21,30.699999999988023,-2.0999999999947647,21.39468000000005
325552,2015-01-22,30.699999999988023,-2.0999999999947647,20.39202
340351,2015-01-23,30.699999999988023,-2.0999999999947647,21.73025000000001
355150,2015-01-24,30.699999999988023,-2.0999999999947647,20.491270000000043
369949,2015-01-25,30.699999999988023,-2.0999999999947647,20.28200000000004
384748,2015-01-26,30.699999999988023,-2.0999999999947647,21.574520000000007
399547,2015-01-27,30.699999999988023,-2.0999999999947647,22.513450000000034
414346,2015-01-28,30.699999999988023,-2.0999999999947647,22.700900000000047
429145,2015-01-29,30.699999999988023,-2.0999999999947647,22.67580000000004
443944,2015-01-30,30.699999999988023,-2.0999999999947647,22.367999999999995
458743,2015-01-31,30.699999999988023,-2.0999999999947647,21.762050000000045
473542,2015-02-01,30.699999999988023,-2.0999999999947647,22.92446000000001
488341,2015-02-02,30.699999999988023,-2.0999999999947647,23.03396000000004
503140,2015-02-03,30.699999999988023,-2.0999999999947647,22.52072000000004
517939,2015-02-04,30.699999999988023,-2.0999999999947647,21.03640000000001
532738,2015-02-05,30.699999999988023,-2.0999999999947647,22.90720000000005
547537,2015-02-06,30.699999999988023,-2.0999999999947647,22.85696000000001
562336,2015-02-07,30.699999999988023,-2.0999999999947647,23.50228000000004
577135,2015-02-08,30.699999999988023,-2.0999999999947647,22.649
591934,2015-02-09,30.699999999988023,-2.0999999999947647,22.39727000000005
606733,2015-02-10,30.699999999988023,-2.0999999999947647,21.9658
621532,2015-02-11,30.699999999988023,-2.0999999999947647,22.15386000000001
636331,2015-02-12,30.699999999988023,-2.0999999999947647,22.551230000000032
651130,2015-02-13,30.699999999988023,-2.0999999999947647,22.25698
665929,2015-02-14,30.699999999988023,-2.0999999999947647,22.34585000000004
680728,2015-02-15,30.699999999988023,-2.0999999999947647,21.0573
695527,2015-02-16,30.699999999988023,-2.0999999999947647,21.011600000000044
710326,2015-02-17,30.699999999988023,-2.0999999999947647,20.56597000000005
725125,2015-02-18,30.699999999988023,-2.0999999999947647,20.775300000000016
739924,2015-02-19,30.699999999988023,-2.0999999999947647,21.498500000000035
754723,2015-02-20,30.699999999988023,-2.0999999999947647,20.85775000000001
769522,2015-02-21,30.699999999988023,-2.0999999999947647,21.248040000000003
784321,2015-02-22,30.699999999988023,-2.0999999999947647,22.250699999999995
799120,2015-02-23,30.699999999988023,-2.0999999999947647,20.8913
813919,2015-02-24,30.699999999988023,-2.0999999999947647,20.456000000000017
828718,2015-02-25,30.699999999988023,-2.0999999999947647,20.914500000000032
843517,2015-02-26,30.699999999988023,-2.0999999999947647,21.38592
858316,2015-02-27,30.699999999988023,-2.0999999999947647,22.756950000000018
873115,2015-02-28,30.699999999988023,-2.0999999999947647,20.25
887914,2015-03-01,30.699999999988023,-2.0999999999947647,21.37760000000003
902713,2015-03-02,30.699999999988023,-2.0999999999947647,21.90957000000003
917512,2015-03-03,30.699999999988023,-2.0999999999947647,21.467160000000035
932311,2015-03-04,30.699999999988023,-2.0999999999947647,21.69512000000003
947110,2015-03-05,30.699999999988023,-2.0999999999947647,21.323570000000014
961909,2015-03-06,30.699999999988023,-2.0999999999947647,22.0326
976708,2015-03-07,30.699999999988023,-2.0999999999947647,22.18264000000005
991507,2015-03-08,30.699999999988023,-2.0999999999947647,22.406120000000044
1006306,2015-03-09,30.699999999988023,-2.0999999999947647,22.740380000000016
1021105,2015-03-10,30.699999999988023,-2.0999999999947647,22.21682000000004
1035904,2015-03-11,30.699999999988023,-2.0999999999947647,22.71398000000005
1050703,2015-03-12,30.699999999988023,-2.0999999999947647,22.439020000000028
1065502,2015-03-13,30.699999999988023,-2.0999999999947647,21.9187
1080301,2015-03-14,30.699999999988023,-2.0999999999947647,22.437100000000044
1095100,2015-03-15,30.699999999988023,-2.0999999999947647,22.82800000000003
1109899,2015-03-16,30.699999999988023,-2.0999999999947647,23.26397000000003
1124698,2015-03-17,30.699999999988023,-2.0999999999947647,23.017330000000012
1139497,2015-03-18,30.699999999988023,-2.0999999999947647,22.36694
