Unnamed: 0,time,lon,lat,Cloud_Cover_Mean
14710,2017-01-01,30.39999999998804,-1.199999999994816,0.8028921
29509,2017-01-02,30.39999999998804,-1.199999999994816,0.60747874
44308,2017-01-03,30.39999999998804,-1.199999999994816,0.41764304
59107,2017-01-04,30.39999999998804,-1.199999999994816,0.6858223
73906,2017-01-05,30.39999999998804,-1.199999999994816,0.3552654
88705,2017-01-06,30.39999999998804,-1.199999999994816,0.3651666
103504,2017-01-07,30.39999999998804,-1.199999999994816,0.28529343
118303,2017-01-08,30.39999999998804,-1.199999999994816,0.3551742
133102,2017-01-09,30.39999999998804,-1.199999999994816,0.40890664
147901,2017-01-10,30.39999999998804,-1.199999999994816,0.49282375
162700,2017-01-11,30.39999999998804,-1.199999999994816,0.68256825
177499,2017-01-12,30.39999999998804,-1.199999999994816,0.65479004
192298,2017-01-13,30.39999999998804,-1.199999999994816,0.2702104
207097,2017-01-14,30.39999999998804,-1.199999999994816,0.3987277
221896,2017-01-15,30.39999999998804,-1.199999999994816,0.7792718
236695,2017-01-16,30.39999999998804,-1.199999999994816,0.52541673
251494,2017-01-17,30.39999999998804,-1.199999999994816,0.6514323
266293,2017-01-18,30.39999999998804,-1.199999999994816,0.8721262
281092,2017-01-19,30.39999999998804,-1.199999999994816,0.550602
295891,2017-01-20,30.39999999998804,-1.199999999994816,0.50129265
310690,2017-01-21,30.39999999998804,-1.199999999994816,0.4888938
325489,2017-01-22,30.39999999998804,-1.199999999994816,0.6318266
340288,2017-01-23,30.39999999998804,-1.199999999994816,0.43795118
355087,2017-01-24,30.39999999998804,-1.199999999994816,0.65095544
369886,2017-01-25,30.39999999998804,-1.199999999994816,0.77158815
384685,2017-01-26,30.39999999998804,-1.199999999994816,0.5413763
399484,2017-01-27,30.39999999998804,-1.199999999994816,0.42526203
414283,2017-01-28,30.39999999998804,-1.199999999994816,0.39133206
429082,2017-01-29,30.39999999998804,-1.199999999994816,0.5519511
443881,2017-01-30,30.39999999998804,-1.199999999994816,0.4571731
458680,2017-01-31,30.39999999998804,-1.199999999994816,0.7585134
473479,2017-02-01,30.39999999998804,-1.199999999994816,0.6277887
488278,2017-02-02,30.39999999998804,-1.199999999994816,0.8720305
503077,2017-02-03,30.39999999998804,-1.199999999994816,0.85126835
517876,2017-02-04,30.39999999998804,-1.199999999994816,0.7242932
532675,2017-02-05,30.39999999998804,-1.199999999994816,0.6687325
547474,2017-02-06,30.39999999998804,-1.199999999994816,0.354898
562273,2017-02-07,30.39999999998804,-1.199999999994816,0.2993374
577072,2017-02-08,30.39999999998804,-1.199999999994816,0.52080035
591871,2017-02-09,30.39999999998804,-1.199999999994816,0.4582236
606670,2017-02-10,30.39999999998804,-1.199999999994816,0.68948823
621469,2017-02-11,30.39999999998804,-1.199999999994816,0.8763476
636268,2017-02-12,30.39999999998804,-1.199999999994816,0.674683
651067,2017-02-13,30.39999999998804,-1.199999999994816,0.61210626
665866,2017-02-14,30.39999999998804,-1.199999999994816,0.8743245
680665,2017-02-15,30.39999999998804,-1.199999999994816,0.7334084
695464,2017-02-16,30.39999999998804,-1.199999999994816,0.80011374
710263,2017-02-17,30.39999999998804,-1.199999999994816,0.8568225
725062,2017-02-18,30.39999999998804,-1.199999999994816,0.8383673
739861,2017-02-19,30.39999999998804,-1.199999999994816,0.7051408
754660,2017-02-20,30.39999999998804,-1.199999999994816,0.8041429
