Unnamed: 0,time,lon,lat,Temperature_Air_2m_Min_24h
14710,2015-01-01,30.39999999998804,-1.199999999994816,15.368280000000029
29509,2015-01-02,30.39999999998804,-1.199999999994816,15.1918
44308,2015-01-03,30.39999999998804,-1.199999999994816,14.792720000000031
59107,2015-01-04,30.39999999998804,-1.199999999994816,14.616200000000047
73906,2015-01-05,30.39999999998804,-1.199999999994816,15.355800000000045
88705,2015-01-06,30.39999999998804,-1.199999999994816,15.805630000000008
103504,2015-01-07,30.39999999998804,-1.199999999994816,14.396540000000016
118303,2015-01-08,30.39999999998804,-1.199999999994816,15.176320000000032
133102,2015-01-09,30.39999999998804,-1.199999999994816,15.598400000000026
147901,2015-01-10,30.39999999998804,-1.199999999994816,15.007470000000012
162700,2015-01-11,30.39999999998804,-1.199999999994816,15.956100000000047
177499,2015-01-12,30.39999999998804,-1.199999999994816,16.646749999999997
192298,2015-01-13,30.39999999998804,-1.199999999994816,15.853420000000028
207097,2015-01-14,30.39999999998804,-1.199999999994816,15.485000000000014
221896,2015-01-15,30.39999999998804,-1.199999999994816,15.41595000000001
236695,2015-01-16,30.39999999998804,-1.199999999994816,15.79672000000005
251494,2015-01-17,30.39999999998804,-1.199999999994816,15.502200000000016
266293,2015-01-18,30.39999999998804,-1.199999999994816,16.320370000000025
281092,2015-01-19,30.39999999998804,-1.199999999994816,15.798550000000034
295891,2015-01-20,30.39999999998804,-1.199999999994816,17.077140000000043
310690,2015-01-21,30.39999999998804,-1.199999999994816,17.250699999999995
325489,2015-01-22,30.39999999998804,-1.199999999994816,16.603170000000034
340288,2015-01-23,30.39999999998804,-1.199999999994816,14.244349999999995
355087,2015-01-24,30.39999999998804,-1.199999999994816,16.27502000000004
369886,2015-01-25,30.39999999998804,-1.199999999994816,14.89843000000002
384685,2015-01-26,30.39999999998804,-1.199999999994816,15.452800000000025
399484,2015-01-27,30.39999999998804,-1.199999999994816,14.39855
414283,2015-01-28,30.39999999998804,-1.199999999994816,15.65414000000004
429082,2015-01-29,30.39999999998804,-1.199999999994816,15.505400000000009
443881,2015-01-30,30.39999999998804,-1.199999999994816,15.415160000000014
458680,2015-01-31,30.39999999998804,-1.199999999994816,15.71917000000002
473479,2015-02-01,30.39999999998804,-1.199999999994816,15.094660000000031
488278,2015-02-02,30.39999999998804,-1.199999999994816,16.048100000000034
