Unnamed: 0,time,lon,lat,Temperature_Air_2m_Min_Night_Time
14710,2015-01-01,30.39999999998804,-1.199999999994816,15.927200000000028
29509,2015-01-02,30.39999999998804,-1.199999999994816,15.813870000000009
44308,2015-01-03,30.39999999998804,-1.199999999994816,15.131740000000036
59107,2015-01-04,30.39999999998804,-1.199999999994816,15.05618000000004
73906,2015-01-05,30.39999999998804,-1.199999999994816,15.71517
88705,2015-01-06,30.39999999998804,-1.199999999994816,15.870200000000011
103504,2015-01-07,30.39999999998804,-1.199999999994816,14.836540000000014
118303,2015-01-08,30.39999999998804,-1.199999999994816,15.57342
133102,2015-01-09,30.39999999998804,-1.199999999994816,15.82280000000003
147901,2015-01-10,30.39999999998804,-1.199999999994816,15.208640000000004
162700,2015-01-11,30.39999999998804,-1.199999999994816,16.398950000000013
177499,2015-01-12,30.39999999998804,-1.199999999994816,16.905200000000036
192298,2015-01-13,30.39999999998804,-1.199999999994816,16.009900000000016
207097,2015-01-14,30.39999999998804,-1.199999999994816,15.970060000000046
221896,2015-01-15,30.39999999998804,-1.199999999994816,15.743370000000027
236695,2015-01-16,30.39999999998804,-1.199999999994816,16.019300000000044
251494,2015-01-17,30.39999999998804,-1.199999999994816,15.894770000000053
266293,2015-01-18,30.39999999998804,-1.199999999994816,16.548519999999996
281092,2015-01-19,30.39999999998804,-1.199999999994816,16.15560000000005
295891,2015-01-20,30.39999999998804,-1.199999999994816,17.716150000000027
310690,2015-01-21,30.39999999998804,-1.199999999994816,17.266700000000014
325489,2015-01-22,30.39999999998804,-1.199999999994816,17.157250000000033
340288,2015-01-23,30.39999999998804,-1.199999999994816,14.46350000000001
355087,2015-01-24,30.39999999998804,-1.199999999994816,16.49255000000005
369886,2015-01-25,30.39999999998804,-1.199999999994816,15.226950000000045
384685,2015-01-26,30.39999999998804,-1.199999999994816,15.924500000000023
399484,2015-01-27,30.39999999998804,-1.199999999994816,14.75714000000005
414283,2015-01-28,30.39999999998804,-1.199999999994816,16.098569999999995
429082,2015-01-29,30.39999999998804,-1.199999999994816,15.890900000000045
443881,2015-01-30,30.39999999998804,-1.199999999994816,16.346600000000024
458680,2015-01-31,30.39999999998804,-1.199999999994816,16.924830000000043
