Unnamed: 0,time,lon,lat,Vapour_Pressure_Mean
14710,2015-01-01,30.39999999998804,-1.199999999994816,16.121197
29509,2015-01-02,30.39999999998804,-1.199999999994816,16.845377
44308,2015-01-03,30.39999999998804,-1.199999999994816,15.002053
59107,2015-01-04,30.39999999998804,-1.199999999994816,13.404306
73906,2015-01-05,30.39999999998804,-1.199999999994816,15.000804
88705,2015-01-06,30.39999999998804,-1.199999999994816,16.139421
103504,2015-01-07,30.39999999998804,-1.199999999994816,15.756984
118303,2015-01-08,30.39999999998804,-1.199999999994816,14.968472
133102,2015-01-09,30.39999999998804,-1.199999999994816,14.41826
147901,2015-01-10,30.39999999998804,-1.199999999994816,13.341643
162700,2015-01-11,30.39999999998804,-1.199999999994816,12.945762
177499,2015-01-12,30.39999999998804,-1.199999999994816,14.944334
192298,2015-01-13,30.39999999998804,-1.199999999994816,14.290513
207097,2015-01-14,30.39999999998804,-1.199999999994816,13.783747
221896,2015-01-15,30.39999999998804,-1.199999999994816,13.316422
236695,2015-01-16,30.39999999998804,-1.199999999994816,13.128842
251494,2015-01-17,30.39999999998804,-1.199999999994816,12.526827
266293,2015-01-18,30.39999999998804,-1.199999999994816,11.9362545
281092,2015-01-19,30.39999999998804,-1.199999999994816,12.370329
295891,2015-01-20,30.39999999998804,-1.199999999994816,14.317097
310690,2015-01-21,30.39999999998804,-1.199999999994816,15.766541
325489,2015-01-22,30.39999999998804,-1.199999999994816,17.588978
340288,2015-01-23,30.39999999998804,-1.199999999994816,16.686495
355087,2015-01-24,30.39999999998804,-1.199999999994816,16.935156
369886,2015-01-25,30.39999999998804,-1.199999999994816,16.291697
384685,2015-01-26,30.39999999998804,-1.199999999994816,16.703049
399484,2015-01-27,30.39999999998804,-1.199999999994816,14.620506
414283,2015-01-28,30.39999999998804,-1.199999999994816,14.1013775
429082,2015-01-29,30.39999999998804,-1.199999999994816,13.478639
443881,2015-01-30,30.39999999998804,-1.199999999994816,14.657782
458680,2015-01-31,30.39999999998804,-1.199999999994816,15.837843
473479,2015-02-01,30.39999999998804,-1.199999999994816,14.988248
488278,2015-02-02,30.39999999998804,-1.199999999994816,15.358155
503077,2015-02-03,30.39999999998804,-1.199999999994816,15.451404
517876,2015-02-04,30.39999999998804,-1.199999999994816,16.1445
532675,2015-02-05,30.39999999998804,-1.199999999994816,16.46369
547474,2015-02-06,30.39999999998804,-1.199999999994816,16.048168
562273,2015-02-07,30.39999999998804,-1.199999999994816,14.657807
577072,2015-02-08,30.39999999998804,-1.199999999994816,13.43522
591871,2015-02-09,30.39999999998804,-1.199999999994816,15.711535
606670,2015-02-10,30.39999999998804,-1.199999999994816,14.891023
621469,2015-02-11,30.39999999998804,-1.199999999994816,14.051789
636268,2015-02-12,30.39999999998804,-1.199999999994816,14.41242
651067,2015-02-13,30.39999999998804,-1.199999999994816,14.575111
665866,2015-02-14,30.39999999998804,-1.199999999994816,14.202118
680665,2015-02-15,30.39999999998804,-1.199999999994816,14.490222
695464,2015-02-16,30.39999999998804,-1.199999999994816,16.332464
710263,2015-02-17,30.39999999998804,-1.199999999994816,16.713816
725062,2015-02-18,30.39999999998804,-1.199999999994816,17.770628
739861,2015-02-19,30.39999999998804,-1.199999999994816,17.633936
754660,2015-02-20,30.39999999998804,-1.199999999994816,16.637287
769459,2015-02-21,30.39999999998804,-1.199999999994816,15.360896
784258,2015-02-22,30.39999999998804,-1.199999999994816,16.757618
799057,2015-02-23,30.39999999998804,-1.199999999994816,15.781692
813856,2015-02-24,30.39999999998804,-1.199999999994816,16.090519
828655,2015-02-25,30.39999999998804,-1.199999999994816,14.887735
843454,2015-02-26,30.39999999998804,-1.199999999994816,15.704246
858253,2015-02-27,30.39999999998804,-1.199999999994816,15.059868
873052,2015-02-28,30.39999999998804,-1.199999999994816,16.684532
887851,2015-03-01,30.39999999998804,-1.199999999994816,16.662891
902650,2015-03-02,30.39999999998804,-1.199999999994816,16.671251
917449,2015-03-03,30.39999999998804,-1.199999999994816,16.741777
932248,2015-03-04,30.39999999998804,-1.199999999994816,15.393941
947047,2015-03-05,30.39999999998804,-1.199999999994816,16.43639
961846,2015-03-06,30.39999999998804,-1.199999999994816,14.662676
976645,2015-03-07,30.39999999998804,-1.199999999994816,14.858615
991444,2015-03-08,30.39999999998804,-1.199999999994816,15.177803
1006243,2015-03-09,30.39999999998804,-1.199999999994816,14.874418
1021042,2015-03-10,30.39999999998804,-1.199999999994816,13.691274
1035841,2015-03-11,30.39999999998804,-1.199999999994816,14.612477
1050640,2015-03-12,30.39999999998804,-1.199999999994816,16.890959
1065439,2015-03-13,30.39999999998804,-1.199999999994816,17.208145
1080238,2015-03-14,30.39999999998804,-1.199999999994816,16.20222
1095037,2015-03-15,30.39999999998804,-1.199999999994816,13.557271
1109836,2015-03-16,30.39999999998804,-1.199999999994816,12.664232
1124635,2015-03-17,30.39999999998804,-1.199999999994816,14.994519
1139434,2015-03-18,30.39999999998804,-1.199999999994816,18.40034
1154233,2015-03-19,30.39999999998804,-1.199999999994816,19.07288
1169032,2015-03-20,30.39999999998804,-1.199999999994816,17.338608
1183831,2015-03-21,30.39999999998804,-1.199999999994816,17.420578
1198630,2015-03-22,30.39999999998804,-1.199999999994816,18.826742
1213429,2015-03-23,30.39999999998804,-1.199999999994816,19.126291
1228228,2015-03-24,30.39999999998804,-1.199999999994816,18.2945
1243027,2015-03-25,30.39999999998804,-1.199999999994816,17.70301
1257826,2015-03-26,30.39999999998804,-1.199999999994816,18.404634
1272625,2015-03-27,30.39999999998804,-1.199999999994816,18.673101
1287424,2015-03-28,30.39999999998804,-1.199999999994816,19.302198
1302223,2015-03-29,30.39999999998804,-1.199999999994816,18.130497
1317022,2015-03-30,30.39999999998804,-1.199999999994816,18.521296
1331821,2015-03-31,30.39999999998804,-1.199999999994816,18.031412
1346620,2015-04-01,30.39999999998804,-1.199999999994816,18.54854
1361419,2015-04-02,30.39999999998804,-1.199999999994816,17.1469
1376218,2015-04-03,30.39999999998804,-1.199999999994816,19.019306
1391017,2015-04-04,30.39999999998804,-1.199999999994816,17.765802
1405816,2015-04-05,30.39999999998804,-1.199999999994816,18.301651
1420615,2015-04-06,30.39999999998804,-1.199999999994816,18.311094
1435414,2015-04-07,30.39999999998804,-1.199999999994816,18.473951
1450213,2015-04-08,30.39999999998804,-1.199999999994816,17.964432
1465012,2015-04-09,30.39999999998804,-1.199999999994816,18.191454
1479811,2015-04-10,30.39999999998804,-1.199999999994816,17.20425
1494610,2015-04-11,30.39999999998804,-1.199999999994816,18.133814
1509409,2015-04-12,30.39999999998804,-1.199999999994816,18.328836
1524208,2015-04-13,30.39999999998804,-1.199999999994816,18.058535
1539007,2015-04-14,30.39999999998804,-1.199999999994816,18.357166
1553806,2015-04-15,30.39999999998804,-1.199999999994816,18.737602
1568605,2015-04-16,30.39999999998804,-1.199999999994816,18.829933
1583404,2015-04-17,30.39999999998804,-1.199999999994816,19.118202
1598203,2015-04-18,30.39999999998804,-1.199999999994816,17.954863
1613002,2015-04-19,30.39999999998804,-1.199999999994816,17.87014
1627801,2015-04-20,30.39999999998804,-1.199999999994816,17.123238
1642600,2015-04-21,30.39999999998804,-1.199999999994816,17.390785
1657399,2015-04-22,30.39999999998804,-1.199999999994816,17.5122
1672198,2015-04-23,30.39999999998804,-1.199999999994816,16.590242
1686997,2015-04-24,30.39999999998804,-1.199999999994816,17.602695
1701796,2015-04-25,30.39999999998804,-1.199999999994816,18.40901
1716595,2015-04-26,30.39999999998804,-1.199999999994816,18.457897
1731394,2015-04-27,30.39999999998804,-1.199999999994816,17.62919
1746193,2015-04-28,30.39999999998804,-1.199999999994816,17.854212
1760992,2015-04-29,30.39999999998804,-1.199999999994816,18.235731
1775791,2015-04-30,30.39999999998804,-1.199999999994816,18.308422
1790590,2015-05-01,30.39999999998804,-1.199999999994816,17.663128
1805389,2015-05-02,30.39999999998804,-1.199999999994816,17.992842
1820188,2015-05-03,30.39999999998804,-1.199999999994816,18.664467
1834987,2015-05-04,30.39999999998804,-1.199999999994816,16.798586
1849786,2015-05-05,30.39999999998804,-1.199999999994816,17.874285
1864585,2015-05-06,30.39999999998804,-1.199999999994816,18.25472
1879384,2015-05-07,30.39999999998804,-1.199999999994816,18.679684
1894183,2015-05-08,30.39999999998804,-1.199999999994816,18.3463
1908982,2015-05-09,30.39999999998804,-1.199999999994816,18.303938
1923781,2015-05-10,30.39999999998804,-1.199999999994816,17.556118
1938580,2015-05-11,30.39999999998804,-1.199999999994816,17.533562
1953379,2015-05-12,30.39999999998804,-1.199999999994816,18.113937
1968178,2015-05-13,30.39999999998804,-1.199999999994816,18.608345
1982977,2015-05-14,30.39999999998804,-1.199999999994816,18.565065
1997776,2015-05-15,30.39999999998804,-1.199999999994816,18.958946
2012575,2015-05-16,30.39999999998804,-1.199999999994816,19.215052
2027374,2015-05-17,30.39999999998804,-1.199999999994816,17.930462
2042173,2015-05-18,30.39999999998804,-1.199999999994816,17.452026
2056972,2015-05-19,30.39999999998804,-1.199999999994816,16.571516
